"source_id","province_vi","name_vi","developer","address","source_url","source_date","retrieved_on"
"287","Long An","Vĩnh Lộc 2","Công ty CP Đầu Tư và Xây Dựng KCN Vĩnh Lộc – Bến Lức","QL1, ấp Voi Lá, xã Long Hiệp, huyện Bến Lức, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"288","Long An","Tân Kim","Công ty TNHH Phát triển hạ tầng KCN và Khu dân cư Tân Kim","Xã Tân Kim, huyện Cần Giuộc, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"289","Long An","Tân Đức","Công ty Cổ phần đầu tư Tân Đức","Lô 8 đường Đức Hoà Hạ, KCN Tân Đức, xã Đức Hoà Hạ, huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"290","Long An","Tân Đức - Giai đoạn 2","Công ty Cổ phần đầu tư Tân Đức","xã Đức Hòa Hạ, huyện Đức Hòa, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"291","Long An","Thuận Đạo","Công ty cổ phần Khu công nghiệp Đồng Tâm","thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"292","Long An","Thuận Đạo mở rộng","Công ty cổ phần Đầu tư Khu công nghiệp Đồng Tâm","xã Long Định, huyện Cần Đước, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"293","Long An","Xuyên Á","Công ty Cổ phần Ngọc Phong","Xã Mỹ Hạnh Bắc, Huyện Đức Hoà, Tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"294","Long An","Đức Hoà 1","Công ty CP Đầu tư & Xây dựng Tân Đô","Ấp 5, xã Đức Hoà Đông, huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"295","Sóc Trăng","An Nghiệp","Công ty Phát triển hạ tầng Khu công nghiệp tỉnh Sóc Trăng","Km 2126+500 Quốc lộ 1A, xã An Hiệp, huyện Châu Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"296","Tiền Giang","KCN Dịch Vụ dầu khí Soài Rạp","Công ty Cổ phần sản xuất Ống thép Dầu khí Việt Nam","KCN dịch vụ Dầu Khí Soài Rạp, xã Kiểng Phước, huyện Gò Công Đông, tỉnh Tiền Giang","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"297","Tiền Giang","Tân Hương","Công ty TNHH Nhựt Thành Tân","Xã Tân Hương, huyện Châu Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"298","Tiền Giang","Mỹ Tho","Công Ty Phát Triển Hạ Tầng KCN Tiền Giang","Xã Trung An, thành phố Mỹ Tho","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"299","Tiền Giang","Long Giang","Công ty TNHH Phát triển Khu công nghiệp Long Giang","xã Tân Lập, huyên Tân Phước","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"300","Trà Vinh","Long Đức","Công ty TNHH Đầu tư Long Đức","Ấp vĩnh Hưng, Vĩnh Yên và Sa Bình, xã Long Đức, Tp Trà Vinh, tỉnh Trà Vinh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"301","Vĩnh Long","Hoà Phú","Công ty Cổ phần Đầu tư Xây dựng Cửu Long – CIBICO","xã Hoà Phú, huyện Long Hồ, Vĩnh Long","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"302","Vĩnh Long","Hoà Phú mở rộng","Công ty cổ phần Hòa Phú","xã Hòa Phú, huyện Long Hồ, tỉnh Vĩnh Long","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"303","Vĩnh Long","Bình Minh","Công ty Cổ phần TV-TM-DV Địa ốc Hoàng Quân MeKong","Xã Mỹ Hoà, TX Bình Minh, Vĩnh Long","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
