slug,ten,tinhSlug,tinhTen,diaDiem,dienTichHa,isPlanningOnly,hasDtm,hasDocs,source_url,retrieved_on
kcn-cau-khoi-giai-doan-1,KCN Cầu Khởi giai đoạn 1,tay-ninh,Tây Ninh,Xã Cầu Khởi,500,True,False,False,https://kcn-kkt.com/kcn/kcn-cau-khoi-giai-doan-1,2026-09-10
kcn-cau-khoi-giai-doan-2,KCN Cầu Khởi giai đoạn 2,tay-ninh,Tây Ninh,Xã Cầu Khởi,400,True,False,False,https://kcn-kkt.com/kcn/kcn-cau-khoi-giai-doan-2,2026-09-10
kcn-cau-tram,KCN Cầu Trăm,tay-ninh,Tây Ninh,Huyện Cần Dước,61,False,False,False,https://kcn-kkt.com/kcn/kcn-cau-tram,2026-09-10
kcn-cha-la,KCN Chà Là,tay-ninh,Tây Ninh,Phường Ninh Thạnh,42.19,True,False,False,https://kcn-kkt.com/kcn/kcn-cha-la,2026-09-10
kcn-cha-lo,KCN Chà Lò,tay-ninh,Tây Ninh,Huyện Dương Minh Châu,4219,False,False,False,https://kcn-kkt.com/kcn/kcn-cha-lo,2026-09-10
kcn-cong-nghe-cao-tay-ninh,KCN công nghệ cao,tay-ninh,Tây Ninh,Xã Hưng Thuận,200,True,False,False,https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-tay-ninh,2026-09-10
kcn-cong-nghe-cao-tay-ninh-2,KCN công nghệ cao (Khánh Hậu),tay-ninh,Tây Ninh,Phường Khánh Hậu,200,True,False,False,https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-tay-ninh-2,2026-09-10
kcn-cua-khau-binh-hiep-2,KCN Cửa khẩu Bình Hiệp 2,tay-ninh,Tây Ninh,Thị xã Kiến Tường,637,False,False,False,https://kcn-kkt.com/kcn/kcn-cua-khau-binh-hiep-2,2026-09-10
kcn-cua-khau-binh-hiep-giai-doan-1,KCN Cửa khẩu Bình Hiệp giai đoạn 1,tay-ninh,Tây Ninh,Thị xã Kiến Tường,168,False,False,False,https://kcn-kkt.com/kcn/kcn-cua-khau-binh-hiep-giai-doan-1,2026-09-10
kcn-dai-an-sai-gon,KCN Đại An Sài Gòn,tay-ninh,Tây Ninh,Khu kinh tế cửa khẩu Móc Bài,300,False,False,False,https://kcn-kkt.com/kcn/kcn-dai-an-sai-gon,2026-09-10
kcn-doc-hoa-1,KCN Độc Hòa 1,tay-ninh,Tây Ninh,Huyện Độc Hòa,257.5,False,False,False,https://kcn-kkt.com/kcn/kcn-doc-hoa-1,2026-09-10
kcn-doc-hoa-iii,KCN Độc Hòa III,tay-ninh,Tây Ninh,Huyện Độc Hòa,1291.9,False,False,False,https://kcn-kkt.com/kcn/kcn-doc-hoa-iii,2026-09-10
kcn-dong-nam-a,KCN Đông Nam Á,tay-ninh,Tây Ninh,Huyện Cần Giuộc,396,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-nam-a,2026-09-10
kcn-dong-nam-a-giai-doan-2,KCN Đông Nam Á giai đoạn 2,tay-ninh,Tây Ninh,Huyện Cần Giuộc,209,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-nam-a-giai-doan-2,2026-09-10
kcn-dong-song-ro,KCN Đông Sông Rô,tay-ninh,Tây Ninh,Thị xã Kiến Tường,172,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-song-ro,2026-09-10
kcn-dong-thanh,KCN Đông Thạnh,tay-ninh,Tây Ninh,Huyện Cần Giuộc,600,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-thanh,2026-09-10
kcn-duc-hoa-1,KCN Đức Hòa 1,tay-ninh,Tây Ninh,Xã Mỹ Hạnh,257.5,True,False,False,https://kcn-kkt.com/kcn/kcn-duc-hoa-1,2026-09-10
kcn-duc-hoa-iii,KCN Đức Hòa III,tay-ninh,Tây Ninh,Xã Đức Lập,1302.3,True,False,False,https://kcn-kkt.com/kcn/kcn-duc-hoa-iii,2026-09-10
kcn-duc-hue-1,KCN Đức Huệ 1,tay-ninh,Tây Ninh,Xã Đức Huệ,440,True,False,False,https://kcn-kkt.com/kcn/kcn-duc-hue-1,2026-09-10
kcn-duc-hue-2,KCN Đức Huệ 2,tay-ninh,Tây Ninh,Xã Đức Huệ,450,True,False,False,https://kcn-kkt.com/kcn/kcn-duc-hue-2,2026-09-10
kcn-hai-son,KCN Hải Sơn,tay-ninh,Tây Ninh,Huyện Độc Hòa,443.3,False,False,False,https://kcn-kkt.com/kcn/kcn-hai-son,2026-09-10
kcn-hai-son-doc-hoa-dong,KCN Hải Sơn Độc Hòa Đông,tay-ninh,Tây Ninh,Huyện Độc Hoà,261,False,False,False,https://kcn-kkt.com/kcn/kcn-hai-son-doc-hoa-dong,2026-09-10
kcn-hau-nghia,KCN Hậu Nghĩa,tay-ninh,Tây Ninh,Xã Hậu Nghĩa,113,True,False,False,https://kcn-kkt.com/kcn/kcn-hau-nghia,2026-09-10
kcn-hiep-hoa,KCN Hiệp Hòa,tay-ninh,Tây Ninh,Xã Hiệp Hòa,131.2,True,False,False,https://kcn-kkt.com/kcn/kcn-hiep-hoa,2026-09-10
kcn-hiep-thanh,KCN Hiệp Thạnh,tay-ninh,Tây Ninh,Huyện Gò Dầu,574,False,False,False,https://kcn-kkt.com/kcn/kcn-hiep-thanh,2026-09-10
kcn-hoa-binh-tay-ninh,KCN Hòa Bình,tay-ninh,Tây Ninh,Huyện Thủ Thừa,117.7,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-binh-tay-ninh,2026-09-10
kcn-hoa-binh-mo-rong,KCN Hòa Bình mở rộng,tay-ninh,Tây Ninh,Huyện Thủ Thừa,49,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-binh-mo-rong,2026-09-10
kcn-hoang-loc,KCN Hoàng Lộc,tay-ninh,Tây Ninh,Huyện Độc Hoà,152,False,False,False,https://kcn-kkt.com/kcn/kcn-hoang-loc,2026-09-10
kcn-hung-thuan,KCN Hưng Thuận,tay-ninh,Tây Ninh,"Xã Hưng Thuận, thị xã Trảng Bàng",700,False,False,False,https://kcn-kkt.com/kcn/kcn-hung-thuan,2026-09-10
kcn-huu-thanh,KCN Hưu Thanh,tay-ninh,Tây Ninh,Huyện Độc Hòa,524.1,False,False,False,https://kcn-kkt.com/kcn/kcn-huu-thanh,2026-09-10
kcn-long-hau,KCN Long Hậu,tay-ninh,Tây Ninh,Huyện Cần Giuộc,245.5,False,False,False,https://kcn-kkt.com/kcn/kcn-long-hau,2026-09-10
kcn-long-hau-tan-tap,KCN Long Hậu - Tân Tập,tay-ninh,Tây Ninh,Huyện Cần Giuộc,150,False,False,False,https://kcn-kkt.com/kcn/kcn-long-hau-tan-tap,2026-09-10
kcn-long-hau-tan-tap-tay-ninh,KCN Long Hậu - Tân Tập,tay-ninh,Tây Ninh,Huyện Cần Giuộc,200,False,False,False,https://kcn-kkt.com/kcn/kcn-long-hau-tan-tap-tay-ninh,2026-09-10
kcn-long-hau-3-giai-doan-1,KCN Long Hậu 3 giai đoạn 1,tay-ninh,Tây Ninh,Huyện Cần Giuộc,124,False,False,False,https://kcn-kkt.com/kcn/kcn-long-hau-3-giai-doan-1,2026-09-10
kcn-long-hau-giai-doan-2-mo-rong,KCN Long Hậu giai đoạn 2 mở rộng,tay-ninh,Tây Ninh,Huyện Cần Giuộc,90,False,True,True,https://kcn-kkt.com/kcn/kcn-long-hau-giai-doan-2-mo-rong,2026-09-10
kcn-loc-giang,KCN Lộc Giang,tay-ninh,Tây Ninh,Huyện Độc Hòa,466,False,False,False,https://kcn-kkt.com/kcn/kcn-loc-giang,2026-09-10
kcn-luong-binh,KCN Lương Bình,tay-ninh,Tây Ninh,Huyện Bến Lức,325,False,False,False,https://kcn-kkt.com/kcn/kcn-luong-binh,2026-09-10
kcn-luong-hoa-tan-hoa-tan-buu,KCN Lương Hòa - Tân Hòa - Tân Bưu,tay-ninh,Tây Ninh,Huyện Bến Lức,994,False,False,False,https://kcn-kkt.com/kcn/kcn-luong-hoa-tan-hoa-tan-buu,2026-09-10
kcn-my-an,KCN Mỹ An,tay-ninh,Tây Ninh,Huyện Thủ Thừa,124,False,False,False,https://kcn-kkt.com/kcn/kcn-my-an,2026-09-10
kcn-my-an-giai-doan-2,KCN Mỹ An giai đoạn 2,tay-ninh,Tây Ninh,Huyện Thủ Thừa,720,False,False,False,https://kcn-kkt.com/kcn/kcn-my-an-giai-doan-2,2026-09-10
kcn-my-quy-dong-my-thanh-bac,KCN Mỹ Quý Đông - Mỹ Thạnh Bắc,tay-ninh,Tây Ninh,Huyện Độc Huệ,916,False,False,False,https://kcn-kkt.com/kcn/kcn-my-quy-dong-my-thanh-bac,2026-09-10
kcn-my-quy-tay,KCN Mỹ Quý Tây,tay-ninh,Tây Ninh,Huyện Độc Huệ,200,False,False,False,https://kcn-kkt.com/kcn/kcn-my-quy-tay,2026-09-10
kcn-nam-tan-tap,KCN Nam Tân Tập,tay-ninh,Tây Ninh,Huyện Cần Giuộc,244.7,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-tan-tap,2026-09-10
kcn-nam-thuan,KCN Nam Thuận,tay-ninh,Tây Ninh,Huyện Độc Hòa,308.4,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-thuan,2026-09-10
kcn-nhat-ninh,KCN Nhật Ninh,tay-ninh,Tây Ninh,Huyện Tân Trụ,200,False,False,False,https://kcn-kkt.com/kcn/kcn-nhat-ninh,2026-09-10
kcn-nhut-chanh,KCN Nhựt Chánh,tay-ninh,Tây Ninh,Huyện Bến Lức,123,False,False,False,https://kcn-kkt.com/kcn/kcn-nhut-chanh,2026-09-10
kcn-nhut-ninh,KCN Nhựt Ninh,tay-ninh,Tây Ninh,Xã Vàm Cỏ,200,True,False,False,https://kcn-kkt.com/kcn/kcn-nhut-ninh,2026-09-10
kcn-phu-an-thanh,KCN Phú An Thạnh,tay-ninh,Tây Ninh,Huyện Bến Lức,352.8,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-an-thanh,2026-09-10
kcn-phu-an-thanh-giai-doan-2,KCN Phú An Thạnh giai đoạn 2,tay-ninh,Tây Ninh,Huyện Bến Lức,339,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-an-thanh-giai-doan-2,2026-09-10
kcn-phu-ngai-tri,KCN Phủ Ngái Trị,tay-ninh,Tây Ninh,Huyện Châu Thành,240,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-ngai-tri,2026-09-10
kcn-phuc-long,KCN Phúc Long,tay-ninh,Tây Ninh,Huyện Bến Lức,79,False,False,False,https://kcn-kkt.com/kcn/kcn-phuc-long,2026-09-10
kcn-phuc-long-mo-rong,KCN Phúc Long mở rộng,tay-ninh,Tây Ninh,"Huyện Bến Lức, Huyện Cần Dước",335,False,True,True,https://kcn-kkt.com/kcn/kcn-phuc-long-mo-rong,2026-09-10
kcn-phuoc-dong,KCN Phước Đông,tay-ninh,Tây Ninh,Huyện Gò Dầu và thị xã Trảng Bàng,2190,False,False,False,https://kcn-kkt.com/kcn/kcn-phuoc-dong,2026-09-10
kcn-phuoc-tan-hung,KCN Phước Tân Hưng,tay-ninh,Tây Ninh,Huyện Châu Thành,392,False,False,False,https://kcn-kkt.com/kcn/kcn-phuoc-tan-hung,2026-09-10
kcn-phuoc-vinh-dong,KCN Phước Vĩnh Đông,tay-ninh,Tây Ninh,Huyện Cần Giuộc,196,False,False,False,https://kcn-kkt.com/kcn/kcn-phuoc-vinh-dong,2026-09-10
kcn-prodezi,KCN Prodezi,tay-ninh,Tây Ninh,Huyện Bến Lức,400,False,True,True,https://kcn-kkt.com/kcn/kcn-prodezi,2026-09-10
kcn-quoc-te-truong-hai,KCN Quốc tế Trường Hải,tay-ninh,Tây Ninh,Huyện Độc Huệ,162.2,False,False,False,https://kcn-kkt.com/kcn/kcn-quoc-te-truong-hai,2026-09-10
kcn-sai-gon-huu-thanh,KCN Sài Gòn - Hưu Thạnh,tay-ninh,Tây Ninh,Huyện Độc Hoà,790,False,False,False,https://kcn-kkt.com/kcn/kcn-sai-gon-huu-thanh,2026-09-10
kcn-suntec-giai-doan-1,KCN Suntec giai đoạn 1,tay-ninh,Tây Ninh,Huyện Thủ Thừa,296.3,False,False,False,https://kcn-kkt.com/kcn/kcn-suntec-giai-doan-1,2026-09-10
kcn-suntec-giai-doan-2,KCN Suntec giai đoạn 2,tay-ninh,Tây Ninh,Huyện Thủ Thừa,918,False,False,False,https://kcn-kkt.com/kcn/kcn-suntec-giai-doan-2,2026-09-10
kcn-tandoland,KCN Tandoland,tay-ninh,Tây Ninh,Huyện Bến Lức,250,False,False,False,https://kcn-kkt.com/kcn/kcn-tandoland,2026-09-10
kcn-tan-do,KCN Tân Đó,tay-ninh,Tây Ninh,Huyện Độc Hòa,209.1,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-do,2026-09-10
kcn-tan-doc,KCN Tân Độc,tay-ninh,Tây Ninh,Huyện Độc Hòa,545.7,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-doc,2026-09-10
kcn-tan-duc,KCN Tân Đức,tay-ninh,Tây Ninh,Xã Đức Hòa,545.7,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-duc,2026-09-10
kcn-tan-hoa-2,KCN Tân Hòa 2,tay-ninh,Tây Ninh,Xã Lương Hòa,485,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-hoa-2,2026-09-10
kcn-tan-kim,KCN Tân Kim,tay-ninh,Tây Ninh,Huyện Cần Giuộc,104,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-kim,2026-09-10
kcn-tan-kim-mo-rong,KCN Tân Kim mở rộng,tay-ninh,Tây Ninh,Huyện Cần Giuộc,52,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-kim-mo-rong,2026-09-10
kcn-tan-lan-1,KCN Tân Lân 1,tay-ninh,Tây Ninh,Huyện Cần Dước,450,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-lan-1,2026-09-10
kcn-tan-lan-2,KCN Tân Lân 2,tay-ninh,Tây Ninh,Huyện Cần Dước,640,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-lan-2,2026-09-10
kcn-tan-lan-3,KCN Tân Lân 3,tay-ninh,Tây Ninh,Huyện Cần Dước,336,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-lan-3,2026-09-10
kcn-tan-long-tay-ninh,KCN Tân Long,tay-ninh,Tây Ninh,Huyện Thủ Thừa,1500,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-long-tay-ninh,2026-09-10
kcn-tan-phuoc-tay,KCN Tân Phước Tây,tay-ninh,Tây Ninh,Huyện Tân Trụ,179,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-tay,2026-09-10
kcn-tan-tap,KCN Tân Tập,tay-ninh,Tây Ninh,Huyện Cần Giuộc,654,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-tap,2026-09-10
kcn-tan-tap-2,KCN Tân Tập 2,tay-ninh,Tây Ninh,Huyện Cần Giuộc,800,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-tap-2,2026-09-10
kcn-thanh-duc,KCN Thạnh Đức,tay-ninh,Tây Ninh,Huyện Gò Dầu và Dương Minh Châu,2765,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-duc,2026-09-10
kcn-thanh-loi-thanh-hoa,KCN Thạnh Lợi - Thạnh Hóa,tay-ninh,Tây Ninh,Huyện Bến Lức,2000,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-thanh-hoa,2026-09-10
kcn-thanh-loi-1,KCN Thạnh Lợi 1,tay-ninh,Tây Ninh,Xã Thạnh Lợi,500,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-1,2026-09-10
kcn-thanh-loi-2,KCN Thạnh Lợi 2,tay-ninh,Tây Ninh,Xã Thạnh Lợi,201,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-2,2026-09-10
kcn-thanh-loi-3-giai-doan-1,KCN Thạnh Lợi 3 giai đoạn 1,tay-ninh,Tây Ninh,Xã Thạnh Lợi,248,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-3-giai-doan-1,2026-09-10
kcn-thanh-loi-3-giai-doan-2,KCN Thạnh Lợi 3 giai đoạn 2,tay-ninh,Tây Ninh,Xã Thạnh Lợi,243,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-3-giai-doan-2,2026-09-10
kcn-thanh-loi-4-giai-doan-1,KCN Thạnh Lợi 4 giai đoạn 1,tay-ninh,Tây Ninh,Xã Thạnh Lợi,200,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-4-giai-doan-1,2026-09-10
kcn-thanh-loi-4-giai-doan-2,KCN Thạnh Lợi 4 giai đoạn 2,tay-ninh,Tây Ninh,Xã Thạnh Lợi,291,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-4-giai-doan-2,2026-09-10
kcn-thanh-loi-5,KCN Thạnh Lợi 5,tay-ninh,Tây Ninh,Xã Thạnh Lợi,266,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-5,2026-09-10
kcn-thanh-loi-6,KCN Thạnh Lợi 6,tay-ninh,Tây Ninh,Xã Thạnh Lợi,450,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-loi-6,2026-09-10
kcn-thanh-thanh-cong,KCN Thạnh Thành Công,tay-ninh,Tây Ninh,Thị xã Trảng Bàng,760,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-thanh-cong,2026-09-10
kcn-thanh-thanh-cong-mo-rong,KCN Thạnh Thành Công mở rộng,tay-ninh,Tây Ninh,Thị xã Trảng Bàng,479,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-thanh-cong-mo-rong,2026-09-10
kcn-the-ky,KCN Thế Kỷ,tay-ninh,Tây Ninh,Huyện Độc Hòa,119.2,False,False,False,https://kcn-kkt.com/kcn/kcn-the-ky,2026-09-10
kcn-thinh-phat,KCN Thịnh Phát,tay-ninh,Tây Ninh,Huyện Bến Lức,73.5,False,False,False,https://kcn-kkt.com/kcn/kcn-thinh-phat,2026-09-10
kcn-thinh-phat-mo-rong,KCN Thịnh Phát mở rộng,tay-ninh,Tây Ninh,Huyện Bến Lức,113,False,False,False,https://kcn-kkt.com/kcn/kcn-thinh-phat-mo-rong,2026-09-10
kcn-thu-thua,KCN Thủ Thừa,tay-ninh,Tây Ninh,Huyện Thủ Thừa,170.7,False,False,False,https://kcn-kkt.com/kcn/kcn-thu-thua,2026-09-10
kcn-thu-thua-1,KCN Thủ Thừa 1,tay-ninh,Tây Ninh,Huyện Thủ Thừa,448,False,False,False,https://kcn-kkt.com/kcn/kcn-thu-thua-1,2026-09-10
kcn-thu-thua-2,KCN Thủ Thừa 2,tay-ninh,Tây Ninh,Huyện Thủ Thừa,272,False,False,False,https://kcn-kkt.com/kcn/kcn-thu-thua-2,2026-09-10
kcn-thuan-binh,KCN Thuận Bình,tay-ninh,Tây Ninh,Huyện Thạnh Hoá,158,False,False,False,https://kcn-kkt.com/kcn/kcn-thuan-binh,2026-09-10
kcn-thuan-dao,KCN Thuận Đạo,tay-ninh,Tây Ninh,Huyện Bến Lức,111,False,False,False,https://kcn-kkt.com/kcn/kcn-thuan-dao,2026-09-10
kcn-thuan-dao-2,KCN Thuận Đạo 2,tay-ninh,Tây Ninh,Huyện Cần Dước,461,False,False,False,https://kcn-kkt.com/kcn/kcn-thuan-dao-2,2026-09-10
kcn-thuan-dao-mo-rong,KCN Thuận Đạo mở rộng,tay-ninh,Tây Ninh,Huyện Cần Dước,190,False,False,False,https://kcn-kkt.com/kcn/kcn-thuan-dao-mo-rong,2026-09-10
kcn-thuan-my,KCN Thuận Mỹ,tay-ninh,Tây Ninh,Huyện Châu Thành,1470,False,False,False,https://kcn-kkt.com/kcn/kcn-thuan-my,2026-09-10
kcn-tmtc,KCN TMTC,tay-ninh,Tây Ninh,Khu kinh tế cửa khẩu Mộc Bài,108,False,False,False,https://kcn-kkt.com/kcn/kcn-tmtc,2026-09-10
kcn-trang-bang,KCN Trảng Bàng,tay-ninh,Tây Ninh,Thị xã Trảng Bàng,190,False,False,False,https://kcn-kkt.com/kcn/kcn-trang-bang,2026-09-10
kcn-tran-anh-tan-phu-giai-doan-1,KCN Trần Anh - Tân Phú giai đoạn 1,tay-ninh,Tây Ninh,Huyện Độc Hoà,105,False,False,False,https://kcn-kkt.com/kcn/kcn-tran-anh-tan-phu-giai-doan-1,2026-09-10
kcn-tran-anh-tan-phu-giai-doan-2,KCN Trần Anh - Tân Phú giai đoạn 2,tay-ninh,Tây Ninh,Huyện Độc Hoà,157,False,False,False,https://kcn-kkt.com/kcn/kcn-tran-anh-tan-phu-giai-doan-2,2026-09-10
kcn-vam-co,KCN Vàm Cỏ,tay-ninh,Tây Ninh,Xã Vàm Cỏ và xã Tân Trụ,420,True,False,False,https://kcn-kkt.com/kcn/kcn-vam-co,2026-09-10
kcn-vinh-loc-2,KCN Vĩnh Lộc 2,tay-ninh,Tây Ninh,Huyện Bến Lức,223,False,False,False,https://kcn-kkt.com/kcn/kcn-vinh-loc-2,2026-09-10
kcn-xuyen-a-giai-doan-1-va-2,KCN Xuyên Á giai đoạn 1 và 2,tay-ninh,Tây Ninh,Huyện Độc Hoà,302.5,False,False,False,https://kcn-kkt.com/kcn/kcn-xuyen-a-giai-doan-1-va-2,2026-09-10
kcn-xuyen-a-giai-doan-3,KCN Xuyên Á giai đoạn 3,tay-ninh,Tây Ninh,Huyện Độc Hoà,177,False,False,False,https://kcn-kkt.com/kcn/kcn-xuyen-a-giai-doan-3,2026-09-10
kcx-cn-linh-trung-iii,KCX & CN Lình Trung III,tay-ninh,Tây Ninh,Thị xã Trảng Bàng,203,False,False,False,https://kcn-kkt.com/kcn/kcx-cn-linh-trung-iii,2026-09-10
khu-cong-nghiep-hoa-binh-long-an,KHU CÔNG NGHIỆP HÒA BÌNH - LONG AN,tay-ninh,Tây Ninh,"Ap 7, xã Nhị Thành, huyện Thủ Thừa, tỉnh Long An",125,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-hoa-binh-long-an,2026-09-10
khu-cong-nghiep-phuoc-dong,Khu Công nghiệp Phước Đông,tay-ninh,Tây Ninh,"Đường tỉnh 782, huyện Gò Dầu, tỉnh Tây Ninh",2838,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-phuoc-dong,2026-09-10
kcn-do-thi-dich-vu-phu-binh-tong-dien-tich-900ha-trong-do-dat-kcn-la-675ha,"KCN - độ thi - dịch vụ Phú Bình (tổng diện tích 900ha, trong đó đất KCN là 675ha)",thai-nguyen,Thái Nguyên,Huyện Phú Bình,675,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-phu-binh-tong-dien-tich-900ha-trong-do-dat-kcn-la-675ha,2026-09-10
kcn-do-thi-dich-vu-tay-pho-yen-quy-hoach-toan-khu-la-1-128ha-trong-do-co-868-ha-dat-kcn-260ha-dat-do-thi-dich-vu,"KCN - đô thị - dịch vụ Tây Phổ Yên (Quy hoạch toàn khu là 1.128ha, trong đó có 868 ha đất KCN, 260ha đất đô thị - dịch vụ)",thai-nguyen,Thái Nguyên,Thành phố Phổ Yên,868,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-tay-pho-yen-quy-hoach-toan-khu-la-1-128ha-trong-do-co-868-ha-dat-kcn-260ha-dat-do-thi-dich-vu,2026-09-10
kcn-bach-thong,KCN Bạch Thông,thai-nguyen,Thái Nguyên,Huyện Bạch Thông,400,False,False,False,https://kcn-kkt.com/kcn/kcn-bach-thong,2026-09-10
kcn-cho-moi-1,KCN Chợ Mới 1,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,257,False,False,False,https://kcn-kkt.com/kcn/kcn-cho-moi-1,2026-09-10
kcn-cho-moi-2,KCN Chợ Mới 2,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,200,False,False,False,https://kcn-kkt.com/kcn/kcn-cho-moi-2,2026-09-10
kcn-cho-moi-3,KCN Chợ Mới 3,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,300,False,False,False,https://kcn-kkt.com/kcn/kcn-cho-moi-3,2026-09-10
kcn-cho-moi-4,KCN Chợ Mới 4,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,500,False,False,False,https://kcn-kkt.com/kcn/kcn-cho-moi-4,2026-09-10
kcn-cho-moi-5,KCN Chợ Mới 5,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,500,False,False,False,https://kcn-kkt.com/kcn/kcn-cho-moi-5,2026-09-10
kcn-diem-thuy,KCN Diêm Thụy,thai-nguyen,Thái Nguyên,Huyện Phú Bình và Thành phố Phổ Yên,361,False,False,False,https://kcn-kkt.com/kcn/kcn-diem-thuy,2026-09-10
kcn-nam-pho-yen,KCN Nam Phổ Yên,thai-nguyen,Thái Nguyên,Thành phố Phổ Yên,263,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-pho-yen,2026-09-10
kcn-quyet-thang,KCN Quyết Thắng,thai-nguyen,Thái Nguyên,TP Thái Nguyên,105,True,False,False,https://kcn-kkt.com/kcn/kcn-quyet-thang,2026-09-10
kcn-song-cong-i,KCN Sông Công I,thai-nguyen,Thái Nguyên,Thành phố Sông Công,197,False,False,False,https://kcn-kkt.com/kcn/kcn-song-cong-i,2026-09-10
kcn-song-cong-ii,KCN Sông Công II,thai-nguyen,Thái Nguyên,Thành phố Sông Công,250,False,False,False,https://kcn-kkt.com/kcn/kcn-song-cong-ii,2026-09-10
kcn-song-cong-ii-giai-doan-2,KCN Sông Công II giai đoạn 2,thai-nguyen,Thái Nguyên,Thành phố Sông Công,300,False,True,True,https://kcn-kkt.com/kcn/kcn-song-cong-ii-giai-doan-2,2026-09-10
kcn-thanh-binh-giai-doan-i,KCN Thanh Bình - Giai đoạn I,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,81,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-giai-doan-i,2026-09-10
kcn-thanh-binh-giai-doan-ii,KCN Thanh Bình - Giai đoạn II,thai-nguyen,Thái Nguyên,Huyện Chợ Mới,80.3,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-giai-doan-ii,2026-09-10
kcn-thuong-dinh,KCN Thương Định,thai-nguyen,Thái Nguyên,Huyện Phú Bình,130,False,False,False,https://kcn-kkt.com/kcn/kcn-thuong-dinh,2026-09-10
kcn-yen-binh-thai-nguyen,KCN Yên Bình,thai-nguyen,Thái Nguyên,Thành phố Phổ Yên,400,False,False,False,https://kcn-kkt.com/kcn/kcn-yen-binh-thai-nguyen,2026-09-10
kcn-yen-binh-2,KCN Yên Bình 2,thai-nguyen,Thái Nguyên,Thành phố Phổ Yên và Phú Bình,301,False,False,False,https://kcn-kkt.com/kcn/kcn-yen-binh-2,2026-09-10
kcn-yen-binh-3,KCN Yên Bình 3,thai-nguyen,Thái Nguyên,Huyện Phú Bình,300,False,False,False,https://kcn-kkt.com/kcn/kcn-yen-binh-3,2026-09-10
ben-cang-chuyen-dung-nha-may-nhiet-dien-nghi-son-2,Bến cảng chuyên dùng Nhà máy Nhiệt điện Nghi Sơn 2,thanh-hoa,Thanh Hóa,"Xã Hải Hà, khu Kinh tế Nghi Sơn, thị xã Nghi Sơn, tỉnh Thanh Hóa",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-chuyen-dung-nha-may-nhiet-dien-nghi-son-2,2026-09-10
